Date,Tweet,PermLink,retweets,Favourites,url,Geo
12/22/2018 2:24,"b'\xe3\x83\x96\xe3\x83\xad\xe3\x82\xb0\xe3\x82\x92\xe6\x9b\xb4\xe6\x96\xb0\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xef\xbc\x8e2018\xe5\xb9\xb411\xe6\x9c\x88 \xe6\xa0\xaa\xe5\xa3\xb2\xe8\xb2\xb7\xe8\xa8\x98\xe9\x8c\xb2\xe3\x81\xa8\xe9\x85\x8d\xe5\xbd\x93\xe9\x87\x91\xe5\x8f\x97\xe5\x8f\x96\xe8\xa8\x98\xe9\x8c\xb2\xe5\x85\xac\xe9\x96\x8b \xe3\x82\xa8\xe3\x82\xaf\xe3\x82\xbd\xe3\x83\xb3\xe3\x83\xbb\xe3\x83\xa2\xe3\x83\xbc\xe3\x83\x93\xe3\x83\xab\xe3\x80\x90XOM\xe3\x80\x91\xe3\x81\xa8SPDR S\xef\xbc\x86P 500 ETF Trust\xe3\x80\x901557\xe3\x80\x91\xe3\x82\x92\xe8\xb3\xbc\xe5\x85\xa5 \xe5\x8f\x97\xe3\x81\x91\xe5\x8f\x96\xe3\x81\xa3\xe3\x81\x9f\xe9\x85\x8d\xe5\xbd\x93\xe9\x87\x91\xe3\x81\xaf4,000\xe5\x86\x86\xe4\xbb\xa5\xe4\xb8\x8a http://kaminopporo.com/2018/12/22/2018%e5%b9%b411%e6%9c%88%e3%80%80%e6%a0%aa%e5%a3%b2%e8%b2%b7%e8%a8%98%e9%8c%b2%e3%81%a8%e9%85%8d%e5%bd%93%e9%87%91%e5%8f%97%e5%8f%96%e8%a8%98%e9%8c%b2%e5%85%ac%e9%96%8b%e3%80%80%e3%82%a8%e3%82%af/ \xe2\x80\xa6pic.twitter.com/s3D0eNX8XG'",b'https://twitter.com/takotsubo7/status/1076423306708963329',0,5,b'http://kaminopporo.com/2018/12/22/2018%e5%b9%b411%e6%9c%88%e3%80%80%e6%a0%aa%e5%a3%b2%e8%b2%b7%e8%a8%98%e9%8c%b2%e3%81%a8%e9%85%8d%e5%bd%93%e9%87%91%e5%8f%97%e5%8f%96%e8%a8%98%e9%8c%b2%e5%85%ac%e9%96%8b%e3%80%80%e3%82%a8%e3%82%af/',b''
12/21/2018 17:28,b'SPDR S&P 500 ETF Trust $ SPY Increases Dividend to $1.44 Per Share http://dispatchtribunal.com/?p=2456239',b'https://twitter.com/dispatchtribune/status/1076288324237692928',0,0,b'http://dispatchtribunal.com/?p=2456239',b''
12/21/2018 10:13,b'Investors Buy Shares of SPDR S&P 500 ETF Trust (SPY) on Weakness https://www.thestockobserver.com/2018/12/21/investors-buy-shares-of-spdr-sp-500-etf-trust-spy-on-weakness.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1076178965784682498',0,0,b'https://www.thestockobserver.com/2018/12/21/investors-buy-shares-of-spdr-sp-500-etf-trust-spy-on-weakness.html',b''
12/21/2018 7:25,b'VOLUME RADAR ALERT: $ SPYD SPDR Series Trust SPDR Portfolio S&P 500 High Dividend ETF TradeIdeas via http://AlertTrade.us to FREE Trading Room',b'https://twitter.com/AlertTrade/status/1076136480911683585',0,0,b'http://AlertTrade.us',b''
12/21/2018 1:39,b'Capital Directions Investment Advisors LLC Buys New Stake in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/21/capital-directions-investment-advisors-llc-buys-new-stake-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1076049540766146560',0,0,b'https://www.thestockobserver.com/2018/12/21/capital-directions-investment-advisors-llc-buys-new-stake-in-spdr-sp-500-etf-trust-spy.html',b''
12/20/2018 4:54,b'Mike Khouw Sees Unusual Options Activity In SPDR S&P 500 ETF Trust http://dlvr.it/Qv1XVg',b'https://twitter.com/18dMedia/status/1075736093717192705',1,0,b'http://dlvr.it/Qv1XVg',b''
12/20/2018 4:15,b'Investors Buy SPDR S&P 500 ETF Trust $ SPY on Weakness http://www.dailypolitical.com/?p=2597297',b'https://twitter.com/dailypoliticaln/status/1075726339196493829',0,0,b'http://www.dailypolitical.com/?p=2597297',b''
12/20/2018 2:23,b'SPDR S&P 500 ETF Trust (SPY) is Lido Advisors LLC\xe2\x80\x99s 3rd Largest Position https://www.thestockobserver.com/2018/12/20/spdr-sp-500-etf-trust-spy-is-lido-advisors-llcs-3rd-largest-position.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1075698189515272192',0,0,b'https://www.thestockobserver.com/2018/12/20/spdr-sp-500-etf-trust-spy-is-lido-advisors-llcs-3rd-largest-position.html',b''
12/18/2018 10:57,b'VOLUME RADAR ALERT: $ SPYV SPDR Series Trust SPDR Portfolio S&P 500 Value ETF TradeIdeas via http://AlertTrade.us to FREE Trading Room',b'https://twitter.com/AlertTrade/status/1075102669318942720',0,0,b'http://AlertTrade.us',b''
12/18/2018 2:24,b'Brickley Wealth Management Takes $1.37 Million Position in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/18/brickley-wealth-management-takes-1-37-million-position-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1074973794350051329',0,0,b'https://www.thestockobserver.com/2018/12/18/brickley-wealth-management-takes-1-37-million-position-in-spdr-sp-500-etf-trust-spy.html',b''
12/16/2018 22:23,b'Short Interest in SPDR S&P 500 ETF Trust (SPY) Grows By 7.0% https://www.thestockobserver.com/2018/12/17/short-interest-in-spdr-sp-500-etf-trust-spy-grows-by-7-0.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1074550602489913345',0,0,b'https://www.thestockobserver.com/2018/12/17/short-interest-in-spdr-sp-500-etf-trust-spy-grows-by-7-0.html',b''
12/15/2018 23:04,b'SPDR S&P 500 ETF Trust $ SPY Short Interest Up 7.0% in November http://tickerreport.com/?p=4019376',b'https://twitter.com/TickerReport/status/1074198529118232576',0,0,b'http://tickerreport.com/?p=4019376',b''
12/15/2018 23:03,b'SPDR S&P 500 ETF Trust $ SPY Sees Large Growth in Short Interest http://www.dailypolitical.com/?p=2587561',b'https://twitter.com/dailypoliticaln/status/1074198349551685632',0,0,b'http://www.dailypolitical.com/?p=2587561',b''
12/15/2018 7:53,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by Perigon Wealth Management LLC https://www.thestockobserver.com/2018/12/15/spdr-sp-500-etf-trust-spy-shares-bought-by-perigon-wealth-management-llc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1073969333330739201',0,0,b'https://www.thestockobserver.com/2018/12/15/spdr-sp-500-etf-trust-spy-shares-bought-by-perigon-wealth-management-llc.html',b''
12/15/2018 1:32,b'SPDR S&P 500 ETF Trust (SPY) Holdings Cut by Annex Advisory Services LLC https://www.thestockobserver.com/2018/12/15/spdr-sp-500-etf-trust-spy-holdings-cut-by-annex-advisory-services-llc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1073873395278856194',0,0,b'https://www.thestockobserver.com/2018/12/15/spdr-sp-500-etf-trust-spy-holdings-cut-by-annex-advisory-services-llc.html',b''
12/14/2018 11:35,b'SPDR Portfolio S&P 500 Growth ETF (SPYG) Shares Sold by Plimoth Trust Co. LLC https://www.thestockobserver.com/2018/12/14/spdr-portfolio-sp-500-growth-etf-spyg-shares-sold-by-plimoth-trust-co-llc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1073662854379769858',0,0,b'https://www.thestockobserver.com/2018/12/14/spdr-portfolio-sp-500-growth-etf-spyg-shares-sold-by-plimoth-trust-co-llc.html',b''
12/13/2018 19:26,"b'$ SPY Short interest in the SPDR S&P 500 ETF Trust -- also known as SPY, the world\xe2\x80\x99s largest exchange-traded fund with more than $250 billion in assets -- has jumped to 5.3 percent or shares outstanding, according to data compiled by Markit. https://www.bloomberg.com/news/articles/2018-12-13/bears-press-their-bets-as-short-interest-in-s-p-500-etf-swells?utm_source=google&utm_medium=bd&utm_campaign=Markets&cmpId=GP.Markets \xe2\x80\xa6pic.twitter.com/lctgNoXaQx'",b'https://twitter.com/naashonomics/status/1073418987042533377',0,1,b'https://www.bloomberg.com/news/articles/2018-12-13/bears-press-their-bets-as-short-interest-in-s-p-500-etf-swells?utm_source=google&utm_medium=bd&utm_campaign=Markets&cmpId=GP.Markets',b''
12/13/2018 12:02,b'US eqty: Short interest in SPDR S&P 500 ETF Trust - SPY - has jumped to 5.3% or shares outstanding - Markit SPX NDX (v) pic.twitter.com/1OF1oxe10R',b'https://twitter.com/EMgist/status/1073307077391441925',0,0,b'',b''
12/13/2018 2:48,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by Goelzer Investment Management Inc. https://www.thestockobserver.com/2018/12/13/spdr-sp-500-etf-trust-spy-shares-bought-by-goelzer-investment-management-inc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1073167811990687744',0,0,b'https://www.thestockobserver.com/2018/12/13/spdr-sp-500-etf-trust-spy-shares-bought-by-goelzer-investment-management-inc.html',b''
12/13/2018 1:15,b'Almanack Investment Partners LLC. Increases Position in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/13/almanack-investment-partners-llc-increases-position-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1073144441525948417',0,0,b'https://www.thestockobserver.com/2018/12/13/almanack-investment-partners-llc-increases-position-in-spdr-sp-500-etf-trust-spy.html',b''
12/12/2018 12:28,b'Putnam FL Investment Management Co. Decreases Holdings in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/12/putnam-fl-investment-management-co-decreases-holdings-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1072951318296346626',0,0,b'https://www.thestockobserver.com/2018/12/12/putnam-fl-investment-management-co-decreases-holdings-in-spdr-sp-500-etf-trust-spy.html',b''
12/10/2018 12:41,b'# Stock Returns And Bond Ratings - SPDR S&P 500 Trust ETF (NYSEARCA:SPY) http://sco.lt/5kdbur',b'https://twitter.com/offshorebrokers/status/1072229717871349763',0,0,b'http://sco.lt/5kdbur',b''
12/10/2018 6:10,b'SPDR S&P 500 ETF Trust (SPY) Shares Sold by Venturi Wealth Management LLC https://www.thestockobserver.com/2018/12/10/spdr-sp-500-etf-trust-spy-shares-sold-by-venturi-wealth-management-llc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1072131368065396739',0,0,b'https://www.thestockobserver.com/2018/12/10/spdr-sp-500-etf-trust-spy-shares-sold-by-venturi-wealth-management-llc.html',b''
12/7/2018 5:47,"b'Johnson Financial Group Inc. Sells 1,463 Shares of SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/07/johnson-financial-group-inc-sells-1463-shares-of-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6'",b'https://twitter.com/stocknewstimes/status/1071038517881528321',0,0,b'https://www.thestockobserver.com/2018/12/07/johnson-financial-group-inc-sells-1463-shares-of-spdr-sp-500-etf-trust-spy.html',b''
12/6/2018 11:55,b'Trillium Asset Management LLC Decreases Holdings in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/06/trillium-asset-management-llc-decreases-holdings-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1070768752910917633',0,0,b'https://www.thestockobserver.com/2018/12/06/trillium-asset-management-llc-decreases-holdings-in-spdr-sp-500-etf-trust-spy.html',b''
12/5/2018 8:16,b'SPDR S&P 500 ETF Trust (SPY) Holdings Raised by HCR Wealth Advisors https://www.thestockobserver.com/2018/12/05/spdr-sp-500-etf-trust-spy-holdings-raised-by-hcr-wealth-advisors.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1070351121791766528',0,0,b'https://www.thestockobserver.com/2018/12/05/spdr-sp-500-etf-trust-spy-holdings-raised-by-hcr-wealth-advisors.html',b''
12/4/2018 22:34,b'SPDR S&P 500 ETF Trust $ SPY Sees Large Decrease in Short Interest http://weekherald.com/?p=3350673',b'https://twitter.com/WeekHerald/status/1070204806696976384',0,0,b'http://weekherald.com/?p=3350673',b''
12/3/2018 22:39,b'SPDR S&P 500 ETF Trust $ SPY Short Interest Down 10.5% in November http://dispatchtribunal.com/?p=2411535',b'https://twitter.com/dispatchtribune/status/1069843512542330880',0,0,b'http://dispatchtribunal.com/?p=2411535',b''
12/3/2018 14:37,b'2018 Has Not Been Volatile - SPDR S&P 500 Trust ETF (NYSEARCA:SPY) | Seeking Alpha https://seekingalpha.com/article/4223870-2018-volatile?ifp=0 \xe2\x80\xa6',b'https://twitter.com/pelias01/status/1069722262079766528',0,0,b'https://seekingalpha.com/article/4223870-2018-volatile?ifp=0',b''
12/3/2018 4:56,b'SPDR S&P 500 ETF Trust (SPY) Holdings Trimmed by Providence Capital Advisors LLC https://www.thestockobserver.com/2018/12/03/spdr-sp-500-etf-trust-spy-holdings-trimmed-by-providence-capital-advisors-llc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1069576062428999680',0,0,b'https://www.thestockobserver.com/2018/12/03/spdr-sp-500-etf-trust-spy-holdings-trimmed-by-providence-capital-advisors-llc.html',b''
12/3/2018 2:15,b'Chartwell Investment Partners LLC Raises Stake in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/12/03/chartwell-investment-partners-llc-raises-stake-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1069535611181252608',0,0,b'https://www.thestockobserver.com/2018/12/03/chartwell-investment-partners-llc-raises-stake-in-spdr-sp-500-etf-trust-spy.html',b''
12/2/2018 20:13,"b'f all companies tracked, SPDR S&P 500 ETF Trust had the 3rd highest net out-flow for the day. SPDR S&P 500 ETF Trust traded up $1.67 for the day and closed at $275.65. pic.twitter.com/Tu8LdSkLId'",b'https://twitter.com/stocksharks_/status/1069444563679539204',0,0,b'',b''
12/2/2018 20:13,"b'Traders sold shares of SPDR S&P 500 ETF Trust on strength during trading on Friday. $2,485.13 million flowed into the stock on the tick-up and $3,101.80 million flowed out of the stock on the tick-down, for a money net flow of $616.67 million out of the stock. pic.twitter.com/242XWn2llH'",b'https://twitter.com/stocksharks_/status/1069444550861774853',0,0,b'',b''
12/2/2018 13:19,b'Quantum Capital Management Sells 792 Shares of SPDR S&P 500 Etf Trust https://ift.tt/2U7kfNG # nDaBag',b'https://twitter.com/DropInDaBucket/status/1069340215641288704',0,0,b'https://ift.tt/2U7kfNG',b''
12/2/2018 13:17,b'Quantum Capital Management Sells 792 Shares of SPDR S&P 500 Etf Trust: https://ift.tt/2U7kfNG',b'https://twitter.com/OV2Securities/status/1069339827152330754',0,0,b'https://ift.tt/2U7kfNG',b''
12/2/2018 8:06,b'Investors Sell Shares of SPDR S&P 500 ETF Trust $ SPY on Strength $ SPY http://dispatchtribunal.com/?p=2408162',b'https://twitter.com/dispatchtribune/status/1069261563494830080',0,0,b'http://dispatchtribunal.com/?p=2408162',b''
12/1/2018 8:59,b'Investors Buy SPDR S&P 500 ETF Trust $ SPY on Weakness http://dispatchtribunal.com/?p=2406052',b'https://twitter.com/dispatchtribune/status/1068912471904329728',0,0,b'http://dispatchtribunal.com/?p=2406052',b''
11/30/2018 18:57,b'Traders Sell SPDR S&P 500 ETF Trust (SPY) on Strength (SPY) https://www.thestockobserver.com/2018/11/30/traders-sell-spdr-sp-500-etf-trust-spy-on-strength-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1068700683795349504',0,0,b'https://www.thestockobserver.com/2018/11/30/traders-sell-spdr-sp-500-etf-trust-spy-on-strength-spy.html',b''
11/30/2018 10:34,b'Goedeavond... ik kan de SPDR S&P 500 ETF TRUST bij jullie niet meer vinden... daar staan de opties van de S&P op... de SPY @ Binck_NL',b'https://twitter.com/Eddie84123942/status/1068574118512087040',0,0,b'',b''
11/29/2018 16:45,b'Investors Buy SPDR S&P 500 ETF Trust $ SPY on Weakness http://weekherald.com/?p=3337803',b'https://twitter.com/WeekHerald/status/1068304883047120902',0,0,b'http://weekherald.com/?p=3337803',b''
11/29/2018 11:41,b'SPDR S&P 500 ETF Trust (SPY) Shares Bought by WestEnd Advisors LLC https://www.thestockobserver.com/2018/11/29/spdr-sp-500-etf-trust-spy-shares-bought-by-westend-advisors-llc.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1068228560962428929',0,0,b'https://www.thestockobserver.com/2018/11/29/spdr-sp-500-etf-trust-spy-shares-bought-by-westend-advisors-llc.html',b''
11/29/2018 10:04,b'Nations Financial Group Inc. IA ADV Has $3 Million Stake in SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/11/29/nations-financial-group-inc-ia-adv-has-3-million-stake-in-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1068204104240033793',0,0,b'https://www.thestockobserver.com/2018/11/29/nations-financial-group-inc-ia-adv-has-3-million-stake-in-spdr-sp-500-etf-trust-spy.html',b''
11/28/2018 6:34,b'SPDR S&P 500 ETF Trust (SPY) Stake Raised by JMG Financial Group Ltd. https://www.thestockobserver.com/2018/11/28/spdr-sp-500-etf-trust-spy-stake-raised-by-jmg-financial-group-ltd.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1067788787957276672',0,0,b'https://www.thestockobserver.com/2018/11/28/spdr-sp-500-etf-trust-spy-stake-raised-by-jmg-financial-group-ltd.html',b''
11/27/2018 14:22,b'SPDR S&P 500 ETF Trust (SPY) is Smith Salley & Associates\xe2\x80\x99 10th Largest Position https://www.wkrb13.com/2018/11/26/spdr-sp-500-etf-trust-spy-is-smith-salley-associates-10th-largest-position.html \xe2\x80\xa6',b'https://twitter.com/TheAlumniGroup1/status/1067544132581826562',0,0,b'https://www.wkrb13.com/2018/11/26/spdr-sp-500-etf-trust-spy-is-smith-salley-associates-10th-largest-position.html',b''
11/27/2018 14:12,b'SPDR S&P 500 ETF Trust (SPY) is Smith Salley & Associates\xe2\x80\x99 10th Largest Position https://zolmax.com/investing/spdr-sp-500-etf-trust-spy-is-smith-salley-associates-10th-largest-position/2719757.html \xe2\x80\xa6',b'https://twitter.com/TheAlumniGroup1/status/1067541592695816192',0,0,b'https://zolmax.com/investing/spdr-sp-500-etf-trust-spy-is-smith-salley-associates-10th-largest-position/2719757.html',b''
11/27/2018 5:34,b'\xe3\x82\xbf\xe3\x82\xa4\xe3\x81\xa7\xe8\xb2\xb7\xe3\x81\x88\xe3\x82\x8b\xe7\xb1\xb3\xe6\xa0\xaa\xe6\x8a\x95\xe8\xb3\x87\xe4\xbf\xa1\xe8\xa8\x97\xef\xbc\x88\xe3\x81\xae\xe4\xb8\x80\xe9\x83\xa8\xef\xbc\x89\xe5\x80\x8b\xe4\xba\xba\xe7\x9a\x84\xe3\x81\xbe\xe3\x81\xa8\xe3\x82\x81\xe3\x80\x82 \xe3\x82\xbf\xe3\x82\xa4\xe3\x81\xae\xe8\xa8\xbc\xe5\x88\xb8\xe4\xbc\x9a\xe7\xa4\xbe\xe3\x82\x92\xe9\x80\x9a\xe3\x81\x98\xe3\x81\xa6\xe8\xb2\xb7\xe3\x81\x86\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x81\xe3\x82\xad\xe3\x83\xa3\xe3\x83\x94\xe3\x82\xbf\xe3\x83\xab\xe3\x82\xb2\xe3\x82\xa4\xe3\x83\xb3\xe9\x9d\x9e\xe8\xaa\xb2\xe7\xa8\x8e\xe3\x83\xbb\xe3\x82\xa4\xe3\x83\xb3\xe3\x82\xab\xe3\x83\xa0\xe3\x82\xb2\xe3\x82\xa4\xe3\x83\xb3\xef\xbc\x88\xe9\x85\x8d\xe5\xbd\x93\xef\xbc\x89\xe8\xaa\xb2\xe7\xa8\x8e10\xef\xbc\x85\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82 SPY (SPDR S&P 500 ETF Trust)\xe3\x82\x82\xe3\x81\x82\xe3\x82\x8b\xe3\x81\x91\xe3\x81\xa9\xe3\x80\x81\xe6\x89\x8b\xe6\x95\xb0\xe6\x96\x99\xe3\x81\x8c\xe9\xab\x98\xe3\x81\x84\xe3\x80\x82\xe3\x80\x82\xe3\x80\x82 pic.twitter.com/GWJWJcyXIg',b'https://twitter.com/akaya00/status/1067411335472852994',2,16,b'',b''
11/27/2018 2:29,b'Brouwer & Janachowski LLC Buys 523 Shares of SPDR S&P 500 ETF Trust (SPY) https://www.thestockobserver.com/2018/11/27/brouwer-janachowski-llc-buys-523-shares-of-spdr-sp-500-etf-trust-spy.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1067364743294394368',0,0,b'https://www.thestockobserver.com/2018/11/27/brouwer-janachowski-llc-buys-523-shares-of-spdr-sp-500-etf-trust-spy.html',b''
11/26/2018 5:33,b'SPDR S&P 500 ETF Trust (SPY) is Merriman Wealth Management LLC\xe2\x80\x99s 10th Largest Position https://www.thestockobserver.com/2018/11/26/spdr-sp-500-etf-trust-spy-is-merriman-wealth-management-llcs-10th-largest-position.html \xe2\x80\xa6',b'https://twitter.com/stocknewstimes/status/1067048766388256768',0,0,b'https://www.thestockobserver.com/2018/11/26/spdr-sp-500-etf-trust-spy-is-merriman-wealth-management-llcs-10th-largest-position.html',b''
