Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2011-11-17,383.98,384.58,375.5,377.41,17139300.0,0.0,1.0,49.16950134721375,49.24633269470145,48.08361830272088,48.3281980922234,119975100.0
2011-11-18,378.92,379.99,374.88,374.94,13283500.0,0.0,1.0,48.521556983400785,48.65857288642052,48.00422591031692,48.011909045065686,92984500.0
2011-11-21,370.4,371.68,365.91,369.01,15999300.0,0.0,1.0,47.4305518490754,47.59445872371583,46.855597265375756,47.25255922739555,111995100.0
2011-11-22,371.02,377.93,370.94,376.51,14607900.0,0.0,1.0,47.50994424147936,48.39478526004608,47.49970006181433,48.21295107099184,102255300.0
2011-11-23,374.51,375.84,366.88,366.99,15295400.0,0.0,1.0,47.956846579366164,48.12715606629724,46.97980794381421,46.993893690853625,107067800.0
2011-11-25,368.42,371.15,363.32,363.57,9098600.0,0.0,1.0,47.177008402365985,47.526591033435025,46.523941948720505,46.55595501017371,63690200.0
2011-11-28,372.35,376.72,370.33,376.12,12371900.0,0.0,1.0,47.68025372841044,48.239842042612544,47.4215881918685,48.16301069512484,86603300.0
2011-11-29,375.84,378.83,370.2,373.2,13423400.0,0.0,1.0,48.12715606629724,48.51003228127763,47.40494139991283,47.789098137351345,93963800.0
2011-11-30,381.29,382.276,378.3,382.2,14497800.0,0.0,1.0,48.82504080597722,48.95130032034867,48.442164590996825,48.941568349666895,101484600.0
2011-12-01,382.54,389.0,380.75,387.93,13827900.0,0.0,1.0,48.98510611324326,49.812323621194196,48.75589259323828,49.67530771817446,96795300.0
2011-12-02,389.83,393.6299,388.58,389.7,13537700.0,0.0,1.0,49.91860698521885,50.405192714083064,49.758541677952806,49.901960193263186,94763900.0
2011-12-05,393.49,396.41,390.388,393.01,12757500.0,0.0,1.0,50.387278204893846,50.76119076266733,49.99006013838242,50.32581312690368,89302500.0
2011-12-06,392.51,394.63,389.38,390.95,10128500.0,0.0,1.0,50.26178700399726,50.53325776512048,49.860983474603074,50.06202550052923,70899500.0
2011-12-07,389.93,390.94,386.7625,389.09,10883800.0,0.0,1.0,49.931412209800136,50.06074497807111,49.52580672118797,49.82384832331735,76186600.0
2011-12-08,391.45,395.5,390.23,390.66,13441300.0,0.0,1.0,50.12605162343565,50.64466321897765,49.96982788354399,50.02489034924351,94089100.0
2011-12-09,392.85,394.04,391.03,393.62,10606900.0,0.0,1.0,50.30532476757363,50.45770694009091,50.07226968019426,50.40392499684951,74248300.0
2011-12-12,391.68,393.9,389.45,391.84,10752400.0,0.0,1.0,50.15550363997261,50.439779625677104,49.86994713180997,50.17599199930265,75266800.0
2011-12-13,393.0,395.4,387.1,388.81,12104600.0,0.0,1.0,50.32453260444555,50.63185799439636,49.56902435414981,49.78799369448976,84732200.0
2011-12-14,386.7,387.38,377.68,380.19,14531700.0,0.0,1.0,49.51780345582467,49.6048789829774,48.362772198592864,48.68418333558309,101721900.0
2011-12-15,383.33,383.74,378.31,378.94,9150000.0,0.0,1.0,49.0862673874354,49.13876880821867,48.443445113454956,48.52411802831704,64050000.0
2011-12-16,380.36,384.15,379.57,381.02,15052800.0,0.0,1.0,48.705952217371276,49.19127022900193,48.60479094317913,48.79046669960774,105369600.0
2011-12-19,382.47,384.85,380.48,382.21,8411800.0,0.0,1.0,48.976142456036364,49.28090680107092,48.72131848686882,48.94284887212502,58882600.0
2011-12-20,387.76,396.1,387.26,395.95,12043400.0,0.0,1.0,49.653538836386275,50.72149456646535,49.589512713479856,50.702286729593425,84303800.0
2011-12-21,396.69,397.3,392.01,396.445,9391000.0,0.0,1.0,50.797045391494926,50.87515726144076,50.197760881090844,50.76567259127078,65737000.0
2011-12-22,397.0,399.13,396.1,398.55,7227100.0,0.0,1.0,50.836741587696906,51.10949287127825,50.72149456646535,51.03522256870681,50589700.0
2011-12-23,399.69,403.59,399.495,403.33,9621400.0,0.0,1.0,51.18120212893344,51.68060588760351,51.15623194099994,51.647312303692175,67349800.0
2011-12-27,403.1,409.09,403.02,406.53,9467000.0,0.0,1.0,51.617860287155224,52.38489323957412,51.607616107490195,52.057079490293255,66269000.0
2011-12-28,406.89,408.25,401.34,402.64,8166500.0,0.0,1.0,52.10317829878588,52.27732935309134,51.39248833452462,51.558956254081316,57165500.0
2011-12-29,403.4,405.65,400.51,405.12,7713500.0,0.0,1.0,51.65627596089907,51.94439351397796,51.286204970499966,51.87652582369716,53994500.0
2011-12-30,403.51,406.28,403.49,405.0,6416500.0,0.0,1.0,51.67036170793848,52.02506642884004,51.66780066302223,51.86115955419962,44915500.0
2012-01-03,409.4,412.5,409.0,411.23,10793600.0,0.0,1.0,52.4245894357761,52.8215513977959,52.37336853745097,52.6589250456136,75555200.0
2012-01-04,410.0,414.68,409.28,413.44,9286500.0,0.0,1.0,52.50142078326381,53.10070529366789,52.40922316627856,52.94192050885997,65005500.0
2012-01-05,414.95,418.55,412.67,418.03,9688200.0,0.0,1.0,53.135279400037355,53.596267484963576,52.84332027958409,53.5296803171409,67817400.0
2012-01-06,419.77,422.75,419.22,422.4,11367600.0,0.0,1.0,53.75249122485524,54.1340869173775,53.682062489658186,54.089268631343,79573200.0
2012-01-09,425.5001,427.75,421.35,421.73,14072300.0,0.0,1.0,54.48624339858738,54.77434814644169,53.95481377323953,54.00347362664841,98506100.0
2012-01-10,425.9101,426.0,421.5,423.24,9221300.0,0.0,1.0,54.53874481937065,54.550256716269224,53.97402161011145,54.19683251782579,64549100.0
2012-01-11,422.68,422.85,419.31,422.55,7681600.0,0.0,1.0,54.125123260170604,54.14689214195879,53.69358719178133,54.10847646821493,53771200.0
2012-01-12,422.28,422.9,418.75,421.39,7592400.0,0.0,1.0,54.07390236184546,54.15329475424942,53.62187793412615,53.95993586307204,53146800.0
2012-01-13,419.7,420.45,418.66,419.81,8072200.0,0.0,1.0,53.74352756764834,53.83956675200797,53.61035323200299,53.75761331468775,56505400.0
2012-01-17,424.2,425.99,422.96,424.7,8674900.0,0.0,1.0,54.31976267380611,54.5489761938111,54.16097788899819,54.38378879671253,60724300.0
2012-01-18,426.96,429.47,426.3,429.11,9885400.0,0.0,1.0,54.673186872249545,54.99459800923978,54.58867239001308,54.94849920074716,69197800.0
2012-01-19,430.15,431.369,426.51,427.75,9347800.0,0.0,1.0,55.0816735363925,55.23776922403836,54.61556336163377,54.77434814644169,65434600.0
2012-01-20,427.49,427.5,419.75,420.3,14784800.0,0.0,1.0,54.74105456253036,54.74233508498848,53.749930179938985,53.82035891513605,103493600.0
2012-01-23,422.67,428.45,422.3,427.409,10930800.0,0.0,1.0,54.12384273771247,54.86398471851068,54.076463406761725,54.730682330619516,76515600.0
2012-01-24,425.1001,425.1001,419.55,420.41,19558500.0,0.0,1.0,54.43502250026225,54.43502250026225,53.724319730776415,53.83444466217546,136909500.0
2012-01-25,454.44,454.45,443.73,446.66,34225500.0,0.0,1.0,58.192062587186356,58.19334310964448,56.820623034530854,57.19581611476247,239578500.0
2012-01-26,448.36,448.79,443.14,444.63,11570900.0,0.0,1.0,57.413504932644294,57.468567398343815,56.745072209501274,56.93587005576241,80996300.0
2012-01-27,444.34,448.48,443.77,447.28,10703900.0,0.0,1.0,56.89873490447668,57.428871202141835,56.825745124363365,57.275208507166425,74927300.0
2012-01-30,445.71,453.9,445.39,453.01,13547900.0,0.0,1.0,57.07416648124027,58.12291437444742,57.033189762580164,58.00894787567399,94835300.0
2012-01-31,455.59,458.24,453.07,456.48,13988700.0,0.0,1.0,58.339322669871116,58.67866112127514,58.01663101042276,58.453289168644545,97920900.0
2012-02-01,458.41,458.99,455.55,456.19,9644500.0,0.0,1.0,58.700430003063325,58.77470030563477,58.334200580038605,58.41615401735882,67511500.0
2012-02-02,455.9,457.17,453.98,455.12,6671300.0,0.0,1.0,58.379018866073096,58.541645218255404,58.13315855411245,58.279138114339084,46699100.0
2012-02-03,457.3,460.0,455.56,459.68,10235700.0,0.0,1.0,58.558292010211076,58.90403307390574,58.335481102496736,58.863056355245625,71649900.0
2012-02-06,458.38,464.98,458.201,463.97,8907600.0,0.0,1.0,58.69658843568894,59.541733258053675,58.67366708368844,59.412400489782705,62353200.0
2012-02-07,465.25,469.75,464.581,468.83,11293700.0,0.0,1.0,59.57630736442314,60.15254247058091,59.490640411974354,60.034734404433095,79055900.0
2012-02-08,470.5,476.79,469.7,476.68,14567500.0,0.0,1.0,60.24858165494054,61.054030281103294,60.14613985829027,61.039944534063885,101972500.0
2012-02-09,480.76,496.75,480.56,493.17,31579100.0,0.0,1.0,61.56239769698026,63.60995310752755,61.5367872478177,63.151526067517594,221053700.0
2012-02-10,490.96,497.62,488.55,493.42,22546500.0,0.0,1.0,62.868530604271214,63.721358561384726,62.55992469186228,63.1835391289708,157825500.0
2012-02-13,499.53,503.83,497.09,502.6,18472000.0,0.0,1.0,63.96593835088724,64.51656300788245,63.65349087110391,64.35905874553266,129304000.0
2012-02-14,504.66,509.56,502.0,509.46,16442800.0,0.0,1.0,64.6228463719071,65.25030237639001,64.28222739804495,65.23749715180872,115099600.0
2012-02-15,514.26,526.29,496.89,497.67,53790000.0,0.0,1.0,65.85214793171035,67.3926164488388,63.62788042194135,63.72776117367537,376530000.0
2012-02-16,491.5,504.89,486.63,502.21,33734000.0,0.0,1.0,62.93767881701015,64.65229838844405,62.31406437990162,64.30911836966565,236138000.0
2012-02-17,503.11,507.77,500.3,502.12,19135900.0,0.0,1.0,64.42436539089721,65.02108885638503,64.06453858016313,64.2975936675425,133951300.0
2012-02-21,506.88,514.85,504.12,514.85,21628400.0,0.0,1.0,64.90712235761161,65.92769875673993,64.55369815916818,65.92769875673993,151398800.0
2012-02-22,513.08,515.49,509.07,513.04,17260800.0,0.0,1.0,65.70104628165122,66.00965219406015,65.18755677594173,65.69592419181869,120825600.0
2012-02-23,514.54,517.8296,509.5,516.39,20286700.0,0.0,1.0,65.88800256053794,66.30924322836387,65.24261924164125,66.1248992152917,142006900.0
2012-02-24,519.67,522.9,518.64,522.41,14824000.0,0.0,1.0,66.5449105815578,66.95851933553328,66.41301676837058,66.89577373508499,103768000.0
2012-02-27,521.31,528.5,516.28,525.76,19556500.0,0.0,1.0,66.75491626469086,67.67561191208517,66.11081346825229,67.324748758558,136895500.0
2012-02-28,527.96,535.41,525.85,535.41,21442400.0,0.0,1.0,67.60646369934625,68.56045293065189,67.33627346068116,68.56045293065189,150096800.0
2012-02-29,541.56,547.61,535.7,542.44,34000400.0,0.0,1.0,69.34797424240084,70.12269032956853,68.59758808193762,69.46066021871616,238002800.0
2012-03-01,548.17,548.21,538.77,544.47,24402500.0,0.0,1.0,70.1943995872237,70.19952167705623,68.99070847658302,69.72060627771621,170817500.0
2012-03-02,544.24,546.8,542.52,545.18,15418300.0,0.0,1.0,69.69115426117925,70.01896801046011,69.47090439838117,69.81152337224331,107928100.0
2012-03-05,545.42,547.48,526.0,533.16,28897300.0,0.0,1.0,69.8422559112384,70.10604353761285,67.35548129755308,68.272335377573,202281100.0
2012-03-06,523.66,533.69,516.221,530.26,28937100.0,0.0,1.0,67.05583904235104,68.34020306785382,66.10325838574933,67.90098386471577,202559700.0
2012-03-07,536.8,537.78,523.3,530.69,28518600.0,0.0,1.0,68.73844555233173,68.86393675322832,67.00974023385841,67.9560463304153,199630200.0
2012-03-08,534.69,542.99,532.12,541.99,18444900.0,0.0,1.0,68.46825531366666,69.53108895391321,68.13916104192765,69.40303670810037,129114300.0
2012-03-09,544.21,547.74,543.11,545.17,14961400.0,0.0,1.0,69.68731269380487,70.13933712152419,69.54645522341075,69.81024284978518,104729800.0
2012-03-12,548.982,552.0,547.0,552.0,14545800.0,0.0,1.0,70.29837801082373,70.68483968868688,70.04457845962268,70.68483968868688,101820600.0
2012-03-13,557.54,568.18,555.75,568.1,24673400.0,0.0,1.0,71.39424913049001,72.75672502593861,71.16503561048502,72.74648084627358,172713800.0
2012-03-14,578.05,594.72,575.4,589.58,50673000.0,0.0,1.0,74.02060069211132,76.15523162981135,73.6812622407073,75.49704308633336,354711000.0
2012-03-15,599.61,600.01,578.55,585.56,41418500.0,0.0,1.0,76.78140711183613,76.83262801016126,74.08462681501774,74.98227305816573,289929500.0
2012-03-16,584.72,589.2,578.0,585.57,29481700.0,0.0,1.0,74.87470917168297,75.44838323292448,74.01419807982069,74.98355358062388,206371900.0
2012-03-19,598.37,601.77,589.05,601.1,32187000.0,0.0,1.0,76.62262232702821,77.05799996279185,75.42917539605254,76.97220495809727,225309000.0
2012-03-20,599.51,606.9,582.0,605.96,29166500.0,0.0,1.0,76.76860188725485,77.71490798381171,74.52640706307204,77.59453887274766,204165500.0
2012-03-21,602.74,609.65,601.41,602.5,23001500.0,0.0,1.0,77.18221064123031,78.06705165979702,77.01190115429924,77.15147810223523,161010500.0
2012-03-22,597.78,604.5,595.53,599.34,22281100.0,0.0,1.0,76.54707150199863,77.40758259386091,76.25895394891974,76.74683300546667,155967700.0
2012-03-23,600.49,601.8,594.401,596.05,15374600.0,0.0,1.0,76.89409308815142,77.06184153016623,76.11438296339705,76.32554111674241,107622200.0
2012-03-26,599.79,607.15,595.26,606.98,21276500.0,0.0,1.0,76.80445651608244,77.74692104526493,76.22437984255028,77.72515216347675,148935500.0
2012-03-27,606.18,616.28,606.06,614.48,21683200.0,0.0,1.0,77.62271036682647,78.91603804953614,77.60734409732893,78.68554400707303,151782400.0
2012-03-28,618.38,621.45,610.31,617.62,23409300.0,0.0,1.0,79.1849477657431,79.57806816038853,78.15156614203349,79.08762805892535,163865100.0
2012-03-29,612.78,616.56,607.23,609.86,21722800.0,0.0,1.0,78.46785518919121,78.95189267836373,77.75716522492996,78.09394263141772,152059600.0
2012-03-30,608.77,610.56,597.94,599.55,26108500.0,0.0,1.0,77.95436568348173,78.1835792034867,76.56755986132869,76.77372397708736,182759500.0
2012-04-02,601.83,618.77,600.38,618.63,21369700.0,0.0,1.0,77.06568309754063,79.23488814161011,76.880007341112,79.21696082719632,149587900.0
2012-04-03,627.3,632.21,622.51,629.32,29805700.0,0.0,1.0,80.32717379839362,80.95591032533467,79.71380354095012,80.58583933493557,208639900.0
2012-04-04,624.35,625.86,617.0,624.31,20463600.0,0.0,1.0,79.94941967324576,80.14277856442314,79.00823566652139,79.94429758341323,143245200.0
2012-04-05,626.98,634.66,623.4,633.68,22903500.0,0.0,1.0,80.28619707973353,81.26963832757612,79.82777003972355,81.14414712667953,160324500.0
2012-04-09,626.13,639.84,625.3,636.23,21340600.0,0.0,1.0,80.1773526707926,81.93294896088662,80.07106930676794,81.47068035350227,149384200.0
2012-04-10,639.93,644.0,626.0,628.44,31775900.0,0.0,1.0,81.94447366300977,82.46564630346803,80.16070587883694,80.47315335862027,222431300.0
2012-04-11,636.2,636.87,623.3422,626.2,24879100.0,0.0,1.0,81.4668387861279,81.5526337908225,79.82036861991558,80.1863163279995,174153700.0
2012-04-12,625.0,631.33,620.5,622.77,21940600.0,0.0,1.0,80.0326536330241,80.84322434901937,79.45641852686633,79.74709712486147,153584200.0
2012-04-13,624.11,624.7,603.51,605.23,30701600.0,0.0,1.0,79.91868713425067,79.99423795928026,77.2808108705062,77.50106073330429,214911200.0
2012-04-16,610.06,610.28,578.25,580.13,37528100.0,0.0,1.0,78.11955308058029,78.14772457465911,74.0462111412739,74.28694936340203,262696700.0
2012-04-17,578.94,610.0,571.91,609.7,36626000.0,0.0,1.0,74.13456719088477,78.11186994583151,73.2343599028205,78.07345427208767,256382000.0
2012-04-18,613.72,620.25,602.71,608.34,34090400.0,0.0,1.0,78.58822430025528,79.42440546541312,77.17836907385593,77.8993032177822,238632800.0
2012-04-19,600.22,604.732,584.52,587.44,29811400.0,0.0,1.0,76.85951898178196,77.43729071488949,74.8490987225204,75.22301128029389,208679800.0
2012-04-20,591.38,594.62,570.42,572.98,36820900.0,0.0,1.0,75.72753712879647,76.14242640523007,73.04356205655937,73.37137580584024,257746300.0
2012-04-23,570.61,576.67,556.62,571.7,34518900.0,0.0,1.0,73.0678919832638,73.8438885928896,71.2764410643422,73.20746893119981,241632300.0
2012-04-24,562.61,567.69,555.0,560.28,38433900.0,0.0,1.0,72.0434740167611,72.69397942549033,71.0689964261254,71.74511228401718,269037300.0
2012-04-25,615.635,618.0,606.0,610.0,32349200.0,0.0,1.0,78.83344435098687,79.13628791233423,77.59966096258016,78.11186994583151,226444400.0
2012-04-26,614.27,614.69,602.13,607.7,19145300.0,0.0,1.0,78.65865303545233,78.71243497869374,77.10409877128448,77.817349780462,134017100.0
2012-04-27,605.07,606.18,600.5,603.0,14525800.0,0.0,1.0,77.48057237397423,77.62271036682647,76.89537361060955,77.21550422514164,101680600.0
2012-04-30,597.8,598.4,583.0,583.98,18076600.0,0.0,1.0,76.54963254691488,76.62646389440259,74.65445930888488,74.77995050978146,126536200.0
2012-05-01,584.9,596.76,581.23,582.13,21821400.0,0.0,1.0,74.89775857592927,76.41645821126953,74.42780683379615,74.54305385502771,152749800.0
2012-05-02,580.24,587.3999,578.86,585.98,15263900.0,0.0,1.0,74.30103511044145,75.21787638523679,74.12432301121973,75.03605500140714,106847300.0
2012-05-03,590.5,591.4,580.3,581.82,13948200.0,0.0,1.0,75.61485115248117,75.73009817371272,74.3087182451902,74.50335765882573,97637400.0
2012-05-04,577.08,578.36,565.17,565.25,18928300.0,0.0,1.0,73.89639001367289,74.0602968883133,72.37128776604196,72.381531945707,132498100.0
2012-05-07,561.5,572.77,561.23,569.48,16432800.0,0.0,1.0,71.90133602390885,73.34448483421954,71.86676191753938,72.9231929454953,115029600.0
2012-05-08,569.58,571.5,558.73,568.18,17759000.0,0.0,1.0,72.93599817007659,73.18185848203723,71.54663130300729,72.75672502593861,124313000.0
2012-05-09,563.7,573.9778,560.85,569.18,17168000.0,0.0,1.0,72.1830509646971,73.49914633671229,71.8181020641305,72.88477727175145,120176000.0
2012-05-10,574.58,575.88,568.441,570.52,11900000.0,0.0,1.0,73.57625939914078,73.74272731869746,72.79014666209576,73.05636728114065,83300000.0
2012-05-11,565.0,574.47,564.35,566.71,14269500.0,0.0,1.0,72.34951888425378,73.56217365210136,72.26628492447544,72.56848822459374,99886500.0
2012-05-14,562.57,567.51,557.6,558.22,12593800.0,0.0,1.0,72.0383519269286,72.670930021244,71.40193226523878,71.48132465764274,88156600.0
2012-05-15,561.45,563.22,551.75,553.17,17012000.0,0.0,1.0,71.89493341161821,72.12158588670694,70.65282662723368,70.8346608162879,119084000.0
2012-05-16,554.05,556.89,541.04,546.075,20032000.0,0.0,1.0,70.9473467926032,71.31101517071166,69.28138707457816,69.92613013224582,140224000.0
2012-05-17,545.31,547.5,530.12,530.12,25615000.0,0.0,1.0,69.82817016419898,70.10860458252911,67.88305655030197,67.88305655030197,179305000.0
2012-05-18,533.96,543.41,522.18,530.38,26153300.0,0.0,1.0,68.37477717422328,69.5848708971546,66.86632171854804,67.91635013421332,183073100.0
2012-05-21,534.5,561.54,534.05,561.28,22539500.0,0.0,1.0,68.4439253869622,71.90645811374135,68.38630187634642,71.87316452983002,157776500.0
2012-05-22,569.55,573.88,552.58,556.97,24816800.0,0.0,1.0,72.9321566027022,73.48662282707178,70.75910999125833,71.32125935037669,173717600.0
2012-05-23,557.5,572.8,553.23,570.56,20889200.0,0.0,1.0,71.3891270406575,73.34832640159392,70.84234395103668,73.06148937097316,146224400.0
2012-05-24,575.87,576.5,561.23,565.32,17722500.0,0.0,1.0,73.74144679623934,73.82211971110142,71.86676191753938,72.3904956029139,124057500.0
2012-05-25,564.59,565.85,558.472,562.29,11732400.0,0.0,1.0,72.29701746347052,72.4583632931947,71.51359382358757,72.00249729810099,82126800.0
2012-05-29,570.9,574.0,565.31,572.27,13589600.0,0.0,1.0,73.10502713454953,73.50198909656933,72.38921508045576,73.28045871131312,95127200.0
2012-05-30,569.2,579.99,566.56,579.17,18908200.0,0.0,1.0,72.88733831666771,74.26902204898823,72.54928038772181,74.1640192074217,132357400.0
2012-05-31,580.74,581.5,571.46,577.73,17559800.0,0.0,1.0,74.36506123334786,74.46238094016562,73.17673639220473,73.97962397345123,122918600.0
2012-06-01,569.16,572.65,560.52,560.99,18606700.0,0.0,1.0,72.88221622683518,73.329118564722,71.77584482301226,71.8360293785443,130246900.0
2012-06-04,561.5,567.5,548.5,564.29,19892700.0,0.0,1.0,71.90133602390885,72.66964949878589,70.23665682834195,72.25860178972667,139248900.0
2012-06-05,561.27,566.47,558.33,562.83,13864800.0,0.0,1.0,71.87188400737189,72.53775568559865,71.49541040468216,72.07164551083993,97053600.0
2012-06-06,567.77,573.85,565.5,571.46,14337700.0,0.0,1.0,72.70422360515535,73.4827812596974,72.41354500716021,73.17673639220473,100363900.0
2012-06-07,577.29,577.32,570.5,571.72,13563100.0,0.0,1.0,73.92328098529356,73.92712255266797,73.05380623622439,73.21002997611606,94941700.0
2012-06-08,571.6,580.584,569.0,580.32,12411300.0,0.0,1.0,73.19466370661853,74.34508508300105,72.86172786750514,74.31127929010648,86879100.0
2012-06-11,587.72,588.5,570.63,571.17,21116600.0,0.0,1.0,75.25886590912148,75.35874666085549,73.07045302818007,73.13960124091899,147816200.0
2012-06-12,574.46,576.62,566.7,576.16,15549300.0,0.0,1.0,73.56089312964325,73.83748598059897,72.56720770213562,73.77858194752505,108845100.0
2012-06-13,574.52,578.48,570.38,572.16,10485000.0,0.0,1.0,73.56857626439201,74.07566315781085,73.03843996672686,73.2663729642737,73395000.0
2012-06-14,571.24,573.5,567.26,571.53,12341900.0,0.0,1.0,73.1485648981259,73.4379629736629,72.63891695979079,73.18570004941162,86393300.0
2012-06-15,571.0,574.62,569.55,574.13,11973400.0,0.0,1.0,73.11783235913082,73.58138148897329,72.9321566027022,73.518635888525,83813800.0
2012-06-18,570.96,587.89,570.37,585.78,15729000.0,0.0,1.0,73.1127102692983,75.28063479090966,73.03715944426872,75.01044455224456,110103000.0
2012-06-19,583.4,590.0,583.1,587.41,12907300.0,0.0,1.0,74.70568020721001,75.55082502957475,74.66726453346617,75.2191697129195,90351100.0
2012-06-20,588.21,589.25,580.8,585.741,12819400.0,0.0,1.0,75.32161150956978,75.45478584521511,74.37274436809663,75.00545051465787,89735800.0
2012-06-21,585.44,588.22,577.44,577.67,11655400.0,0.0,1.0,74.96690678866821,75.3228920320279,73.9424888221655,73.97194083870244,81587800.0
2012-06-22,579.04,582.19,575.42,582.1,10159700.0,0.0,1.0,74.14737241546604,74.55073698977648,73.68382328562356,74.53921228765333,71117900.0
2012-06-25,577.3,579.8,570.37,570.765,10870800.0,0.0,1.0,73.92456150775169,74.2446921222838,73.03715944426872,73.0877400813648,76095600.0
2012-06-26,571.33,574.49,567.33,572.025,9876300.0,0.0,1.0,73.16008960024905,73.56473469701763,72.6478806169977,73.24908591108897,69134100.0
2012-06-27,575.0,576.74,571.92,574.5,7249900.0,0.0,1.0,73.63004134238217,73.8528522500965,73.23564042527862,73.56601521947574,50749300.0
