Date,Open,High,Low,Close,Adj Close,Volume,Date,Positve,Negative,Neutral,Total
9/9/2013,166.449997,167.729996,166.449997,167.630005,148.195572,87559300,9/9/2013,0,0,100,5
9/10/2013,168.639999,168.899994,168.259995,168.869995,149.291763,105847200,9/10/2013,9.090909091,9.090909091,81.81818182,11
9/11/2013,168.639999,169.399994,168.350006,169.399994,149.760376,94545900,9/11/2013,0,0,100,5
9/12/2013,169.339996,169.559998,168.720001,168.949997,149.362518,83209000,9/12/2013,0,0,100,2
9/13/2013,169.130005,169.460007,168.740005,169.330002,149.698456,72727800,9/13/2013,0,0,100,4
9/16/2013,171.160004,171.240005,170.039993,170.309998,150.564835,106299200,9/16/2013,40,20,40,5
9/17/2013,170.460007,171.110001,170.460007,171.070007,151.236771,82523300,9/17/2013,0,0,100,5
9/18/2013,171.009995,173.520004,170.580002,173.050003,152.987183,203460600,9/18/2013,0,0,100,1
9/19/2013,173.520004,173.600006,172.589996,172.759995,152.730759,146616900,9/19/2013,8.333333333,16.66666667,75,12
9/20/2013,172.330002,172.330002,170.580002,170.720001,151.662964,132867100,9/20/2013,16.66666667,0,83.33333333,6
9/23/2013,170.490005,170.649994,169.389999,169.929993,150.961166,104616500,9/23/2013,6.666666667,6.666666667,86.66666667,15
9/24/2013,169.899994,170.529999,169.210007,169.529999,150.605804,106333100,9/24/2013,0,0,100,4
9/25/2013,169.639999,169.979996,168.889999,169.039993,150.170517,117306500,9/25/2013,50,0,50,2
9/26/2013,169.320007,170.169998,169.050003,169.690002,150.747971,77146900,9/26/2013,14.28571429,21.42857143,64.28571429,14
9/27/2013,168.839996,169.139999,168.470001,168.910004,150.055008,99141800,9/27/2013,23.07692308,15.38461538,61.53846154,13
9/30/2013,167.479996,168.539993,167.149994,168.009995,149.255463,143937000,9/30/2013,11.11111111,11.11111111,77.77777778,9
10/1/2013,168.139999,169.5,167.970001,169.339996,150.436981,127160000,10/1/2013,0,20,80,5
10/2/2013,168.350006,169.339996,167.830002,169.179993,150.294861,113350000,10/2/2013,36.36363636,9.090909091,54.54545455,11
10/3/2013,168.789993,168.940002,166.839996,167.619995,148.909042,176698000,10/3/2013,0,11.11111111,88.88888889,9
10/4/2013,167.75,169.059998,167.529999,168.889999,150.037292,96878000,10/4/2013,28.57142857,0,71.42857143,7
10/7/2013,167.419998,168.449997,167.25,167.429993,148.74025,96295000,10/7/2013,0,14.28571429,85.71428571,7
10/8/2013,167.399994,167.619995,165.360001,165.479996,147.007919,178015000,10/8/2013,20,20,60,10
10/9/2013,165.800003,166.199997,164.529999,165.600006,147.114517,168973000,10/9/2013,23.07692308,23.07692308,53.84615385,13
10/10/2013,167.289993,169.259995,167.229996,169.169998,150.285995,195955000,10/10/2013,0,0,100,12
10/11/2013,168.910004,170.320007,168.770004,170.259995,151.254349,105040000,10/11/2013,20,10,70,10
10/14/2013,169.210007,171.080002,169.080002,170.940002,151.858398,112106000,10/14/2013,18.18181818,9.090909091,72.72727273,11
10/15/2013,170.509995,171.149994,169.470001,169.699997,150.756851,155485000,10/15/2013,30.76923077,23.07692308,46.15384615,13
10/16/2013,170.720001,172.160004,170.639999,172.070007,152.862305,161676000,10/16/2013,61.53846154,7.692307692,30.76923077,13
10/17/2013,171.369995,173.320007,171.339996,173.220001,153.883911,129389000,10/17/2013,11.11111111,33.33333333,55.55555556,9
10/18/2013,173.860001,174.509995,173.509995,174.389999,154.923309,138316000,10/18/2013,14.28571429,42.85714286,42.85714286,7
10/21/2013,174.449997,174.75,174.009995,174.399994,154.93219,104104000,10/21/2013,10,10,80,10
10/22/2013,174.910004,175.929993,174.429993,175.410004,155.829453,126663000,10/22/2013,0,16.66666667,83.33333333,12
10/23/2013,174.809998,174.889999,173.960007,174.570007,155.083221,105484000,10/23/2013,16.66666667,16.66666667,66.66666667,12
10/24/2013,174.919998,175.369995,174.509995,175.149994,155.59848,70350000,10/24/2013,25,25,50,8
10/25/2013,175.509995,176,175.169998,175.949997,156.309189,93625000,10/25/2013,18.18181818,9.090909091,72.72727273,11
10/28/2013,175.889999,176.470001,175.699997,176.229996,156.557907,84979000,10/28/2013,50,0,50,14
10/29/2013,176.630005,177.240005,176.380005,177.169998,157.393005,87401000,10/29/2013,60,0,40,5
10/30/2013,177.380005,177.509995,175.660004,176.289993,156.611237,140002000,10/30/2013,18.18181818,0,81.81818182,11
10/31/2013,176.149994,176.889999,175.529999,175.789993,156.167023,133795000,10/31/2013,41.66666667,8.333333333,50,12
11/1/2013,176.020004,176.610001,175.220001,176.210007,156.540176,142805000,11/1/2013,40,0,60,5
11/4/2013,176.690002,176.899994,175.979996,176.830002,157.090958,85677000,11/4/2013,28.57142857,0,71.42857143,14
11/5/2013,176.139999,176.75,175.570007,176.270004,156.593445,85825000,11/5/2013,33.33333333,0,66.66666667,9
11/6/2013,177.029999,177.5,176.539993,177.169998,157.393005,87348000,11/6/2013,25,0,75,4
11/7/2013,177.5,177.639999,174.759995,174.929993,155.402985,157000000,11/7/2013,9.090909091,27.27272727,63.63636364,11
11/8/2013,174.869995,177.309998,174.850006,177.289993,157.499542,136713000,11/8/2013,62.5,0,37.5,8
11/11/2013,177.119995,177.529999,176.910004,177.320007,157.526245,62614000,11/11/2013,0,0,100,3
11/12/2013,176.940002,177.360001,176.369995,176.960007,157.206467,83990000,11/12/2013,0,25,75,8
11/13/2013,176.089996,178.429993,176.089996,178.380005,158.467896,103844000,11/13/2013,0,25,75,8
11/14/2013,178.539993,179.419998,178.25,179.270004,159.258606,103435000,11/14/2013,0,0,100,4
11/15/2013,179.559998,180.119995,179.330002,180.050003,159.951492,102818000,11/15/2013,50,0,50,6
11/18/2013,180.350006,180.5,179.020004,179.419998,159.39183,104796000,11/18/2013,0,37.5,62.5,8
11/19/2013,179.330002,179.869995,178.720001,179.029999,159.045349,93891000,11/19/2013,12.5,0,87.5,8
11/20/2013,179.389999,179.929993,177.979996,178.470001,158.547867,124909000,11/20/2013,0,0,100,2
11/21/2013,178.970001,180.050003,178.860001,179.910004,159.827133,92841000,11/21/2013,0,57.14285714,42.85714286,7
11/22/2013,179.979996,180.830002,179.770004,180.809998,160.626663,81296000,11/22/2013,16.66666667,16.66666667,66.66666667,6
11/25/2013,181.130005,181.169998,180.369995,180.630005,160.466782,79486000,11/25/2013,37.5,50,12.5,8
11/26/2013,180.720001,181.220001,180.410004,180.679993,160.511154,86994000,11/26/2013,12.5,25,62.5,8
11/27/2013,180.869995,181.240005,180.649994,181.119995,160.902039,58800000,11/27/2013,22.22222222,11.11111111,66.66666667,9
11/29/2013,181.320007,181.75,180.800003,181,160.795441,55870900,11/29/2013,20,20,60,5
12/2/2013,181.089996,181.429993,180.25,180.529999,160.37793,99726000,12/2/2013,20,40,40,5
12/3/2013,179.940002,180.389999,179.169998,179.75,159.684982,116563000,12/3/2013,5.882352941,23.52941176,70.58823529,17
12/4/2013,179.100006,180.479996,178.350006,179.729996,159.667236,123033000,12/4/2013,9.090909091,9.090909091,81.81818182,11
12/5/2013,179.410004,179.740005,178.770004,178.940002,158.965378,106934000,12/5/2013,0,7.142857143,92.85714286,14
12/6/2013,180.669998,181.110001,180.149994,180.940002,160.742126,127728000,12/6/2013,0,0,100,6
12/9/2013,181.470001,181.669998,181.160004,181.399994,161.150772,70124000,12/9/2013,44.44444444,0,55.55555556,9
12/10/2013,180.979996,181.360001,180.639999,180.75,160.573349,80976000,12/10/2013,0,10,90,10
12/11/2013,180.820007,180.850006,178.5,178.720001,158.769974,130591000,12/11/2013,28.57142857,14.28571429,57.14285714,7
12/12/2013,178.639999,178.860001,177.759995,178.130005,158.245819,115565000,12/12/2013,0,36.36363636,63.63636364,11
12/13/2013,178.5,178.660004,177.770004,178.110001,158.228073,107808000,12/13/2013,14.28571429,14.28571429,71.42857143,7
12/16/2013,178.949997,179.809998,178.899994,179.220001,159.214127,96195000,12/16/2013,28.57142857,0,71.42857143,7
12/17/2013,179.380005,179.410004,178.25,178.649994,158.707764,89886000,12/17/2013,0,0,100,5
12/18/2013,178.919998,181.729996,177.320007,181.699997,161.417328,234906000,12/18/2013,20,0,80,5
12/19/2013,181.179993,181.699997,180.710007,181.490005,161.230774,136531200,12/19/2013,30,0,70,10
12/20/2013,180.690002,181.990005,180.570007,181.559998,162.168564,197087000,12/20/2013,0,0,100,1
12/23/2013,182.449997,182.639999,182.070007,182.529999,163.035004,85598000,12/23/2013,40,0,60,10
12/24/2013,182.539993,183.009995,182.529999,182.929993,163.392288,45368800,12/24/2013,55.55555556,0,44.44444444,9
12/26/2013,183.339996,183.960007,183.320007,183.860001,164.222992,63365000,12/26/2013,40,10,50,10
12/27/2013,184.100006,184.179993,183.660004,183.850006,164.21402,61814000,12/27/2013,0,0,100,5
12/30/2013,183.869995,184.020004,183.580002,183.820007,164.187256,56857000,12/30/2013,28.57142857,0,71.42857143,7
12/31/2013,184.070007,184.690002,183.929993,184.690002,164.964279,86119900,12/31/2013,25,0,75,12
1/2/2014,183.979996,184.070007,182.479996,182.919998,163.383347,119636900,1/2/2014,0,6.666666667,93.33333333,15
1/3/2014,183.229996,183.600006,182.630005,182.889999,163.356522,81390600,1/3/2014,14.28571429,28.57142857,57.14285714,7
1/6/2014,183.490005,183.559998,182.080002,182.360001,162.883148,108028200,1/6/2014,20,20,60,15
1/7/2014,183.089996,183.789993,182.949997,183.479996,163.88356,86144200,1/7/2014,50,0,50,6
1/8/2014,183.449997,183.830002,182.889999,183.520004,163.91925,96582300,1/8/2014,27.27272727,9.090909091,63.63636364,11
1/9/2014,184.110001,184.130005,182.800003,183.639999,164.026443,90683400,1/9/2014,12.5,0,87.5,16
1/10/2014,183.949997,184.220001,183.009995,184.139999,164.473068,102026400,1/10/2014,15.38461538,23.07692308,61.53846154,13
1/13/2014,183.669998,184.179993,181.339996,181.690002,162.28476,149892000,1/13/2014,0,0,100,13
1/14/2014,182.289993,183.770004,181.949997,183.669998,164.053284,105016100,1/14/2014,0,22.22222222,77.77777778,9
1/15/2014,184.100006,184.940002,183.710007,184.660004,164.937515,98525800,1/15/2014,58.33333333,0,41.66666667,12
1/16/2014,184.279999,184.660004,183.830002,184.419998,164.72316,72290600,1/16/2014,0,0,100,1
1/17/2014,184.100006,184.449997,183.320007,183.639999,164.026443,107848700,1/17/2014,20,0,80,5
1/21/2014,184.699997,184.770004,183.050003,184.179993,164.508789,88621200,1/21/2014,25,25,50,8
1/22/2014,184.490005,184.570007,183.910004,184.300003,164.616028,61270900,1/22/2014,12.5,12.5,75,8
1/23/2014,183.369995,183.399994,181.820007,182.789993,163.267258,132496900,1/23/2014,0,21.42857143,78.57142857,14
1/24/2014,181.600006,181.660004,178.830002,178.889999,159.783752,208677100,1/24/2014,12.5,0,87.5,8
1/27/2014,179.059998,179.520004,177.119995,178.009995,158.997757,180843100,1/27/2014,7.142857143,7.142857143,85.71428571,14
1/28/2014,178.139999,179.300003,178.119995,179.070007,159.944595,110463200,1/28/2014,40,0,60,10
1/29/2014,177.580002,178.550003,176.880005,177.350006,158.408264,216597300,1/29/2014,14.28571429,14.28571429,71.42857143,7
1/30/2014,178.830002,179.809998,178.259995,179.229996,160.087448,118938100,1/30/2014,11.11111111,11.11111111,77.77777778,18
1/31/2014,177.009995,179.289993,176.919998,178.179993,159.149597,194677900,1/31/2014,50,8.333333333,41.66666667,12
2/3/2014,177.970001,178.369995,173.830002,174.169998,155.567932,254837100,2/3/2014,35.29411765,5.882352941,58.82352941,17
2/4/2014,174.949997,175.839996,174.110001,175.389999,156.657578,165012400,2/4/2014,28,12,60,25
2/5/2014,174.779999,175.559998,173.710007,175.169998,156.461105,164230500,2/5/2014,15.38461538,38.46153846,46.15384615,13
2/6/2014,175.580002,177.479996,175.220001,177.479996,158.524353,132877600,2/6/2014,35.29411765,5.882352941,58.82352941,17
2/7/2014,178.309998,179.869995,177.729996,179.679993,160.48941,170787200,2/7/2014,35.71428571,14.28571429,50,14
2/10/2014,179.699997,180.070007,179.210007,180.009995,160.784164,92218800,2/10/2014,9.523809524,4.761904762,85.71428571,21
2/11/2014,180.160004,182.440002,180.039993,181.979996,162.543762,117814100,2/11/2014,20,20,60,20
2/12/2014,182.25,182.830002,181.710007,182.070007,162.624176,94717700,2/12/2014,6.666666667,26.66666667,66.66666667,15
2/13/2014,180.839996,183.199997,180.830002,183.009995,163.46373,100542200,2/13/2014,37.5,0,62.5,16
2/14/2014,182.839996,184.360001,182.669998,184.020004,164.365891,96498400,2/14/2014,11.11111111,5.555555556,83.33333333,18
2/18/2014,184.179993,184.490005,183.649994,184.240005,164.562378,80460900,2/18/2014,11.53846154,23.07692308,65.38461538,26
2/19/2014,183.759995,184.949997,182.869995,183.020004,163.472702,126524300,2/19/2014,18.18181818,9.090909091,72.72727273,11
2/20/2014,183.270004,184.520004,182.600006,184.100006,164.437332,104998100,2/20/2014,6.666666667,20,73.33333333,15
2/21/2014,184.449997,184.889999,183.800003,183.889999,164.249741,118116400,2/21/2014,41.66666667,16.66666667,41.66666667,12
2/24/2014,184.279999,186.149994,184.199997,184.910004,165.160843,114063900,2/24/2014,55.55555556,11.11111111,33.33333333,9
2/25/2014,185.059998,185.589996,184.229996,184.839996,165.098297,117085000,2/25/2014,37.5,43.75,18.75,16
2/26/2014,185.110001,185.600006,184.330002,184.850006,165.107224,98677200,2/26/2014,0,16.66666667,83.33333333,12
2/27/2014,184.580002,185.869995,184.369995,185.820007,165.973663,93880800,2/27/2014,27.27272727,9.090909091,63.63636364,11
2/28/2014,185.789993,187.149994,185.050003,186.289993,166.393433,150842000,2/28/2014,33.33333333,33.33333333,33.33333333,3
3/3/2014,184.649994,185.449997,183.75,184.979996,165.223328,167748500,3/3/2014,32.25806452,16.12903226,51.61290323,31
3/4/2014,186.789993,187.979996,186.75,187.580002,167.54567,167545900,3/4/2014,50,4.545454545,45.45454545,22
3/5/2014,187.740005,188.070007,187.449997,187.75,167.697495,88376900,3/5/2014,28.57142857,7.142857143,64.28571429,14
3/6/2014,188.210007,188.610001,187.779999,188.179993,168.081558,82516500,3/6/2014,20,0,80,5
3/7/2014,188.960007,188.960007,187.429993,188.259995,168.15303,114513500,3/7/2014,31.25,0,68.75,16
3/10/2014,187.970001,188.229996,187.080002,188.160004,168.06369,74939200,3/10/2014,28.57142857,2.857142857,68.57142857,35
3/11/2014,188.440002,188.710007,186.800003,187.229996,167.233017,99009100,3/11/2014,23.07692308,7.692307692,69.23076923,13
3/12/2014,186.320007,187.350006,185.899994,187.279999,167.277725,104824400,3/12/2014,0,30.76923077,69.23076923,13
3/13/2014,187.839996,187.990005,184.660004,185.179993,165.401962,155014300,3/13/2014,28.57142857,14.28571429,57.14285714,7
3/14/2014,184.850006,185.800003,184.440002,184.660004,164.937515,153919600,3/14/2014,27.27272727,9.090909091,63.63636364,11
3/17/2014,185.589996,186.770004,185.509995,186.330002,166.429138,98359500,3/17/2014,14.81481481,3.703703704,81.48148148,27
3/18/2014,186.710007,187.910004,186.509995,187.660004,167.617142,101804600,3/18/2014,12.5,0,87.5,8
3/19/2014,187.679993,187.940002,185.470001,186.660004,166.723892,176267300,3/19/2014,18.18181818,13.63636364,68.18181818,22
3/20/2014,186.25,187.889999,185.919998,187.75,167.697495,117241000,3/20/2014,16.66666667,0,83.33333333,24
3/21/2014,187.710007,189.020004,186.029999,186.199997,167.047073,163128000,3/21/2014,23.07692308,30.76923077,46.15384615,13
3/24/2014,186.839996,187.070007,184.619995,185.429993,166.356262,121411000,3/24/2014,23.80952381,9.523809524,66.66666667,21
3/25/2014,186.369995,186.940002,185.270004,186.309998,167.145721,103852000,3/25/2014,5.555555556,16.66666667,77.77777778,18
3/26/2014,187.039993,187.339996,184.919998,184.970001,165.943558,119843000,3/26/2014,7.692307692,7.692307692,84.61538462,13
3/27/2014,184.75,185.339996,183.899994,184.580002,165.59375,142383000,3/27/2014,30,0,70,10
3/28/2014,185.110001,186.419998,185,185.490005,166.41011,101642000,3/28/2014,66.66666667,0,33.33333333,3
3/31/2014,186.669998,187.300003,185.520004,187.009995,167.773743,99745000,3/31/2014,27.27272727,9.090909091,63.63636364,11
4/1/2014,187.619995,188.360001,187,188.25,168.886185,89193000,4/1/2014,0,14.28571429,85.71428571,7
4/2/2014,188.490005,189.130005,188.139999,188.880005,169.451401,78774000,4/2/2014,22.22222222,33.33333333,44.44444444,9
4/3/2014,189.169998,189.220001,188.050003,188.630005,169.227112,77435000,4/3/2014,57.14285714,0,42.85714286,7
4/4/2014,189.660004,189.699997,186.100006,186.399994,167.226501,169381000,4/4/2014,55.55555556,0,44.44444444,9
4/7/2014,185.949997,186.259995,183.960007,184.339996,165.378403,140803000,4/7/2014,42.85714286,42.85714286,14.28571429,7
4/8/2014,184.259995,185.399994,183.589996,185.100006,166.060226,112660000,4/8/2014,16.66666667,16.66666667,66.66666667,6
4/9/2014,185.600006,187.149994,185.059998,187.089996,167.84552,100254000,4/9/2014,22.22222222,11.11111111,66.66666667,9
4/10/2014,187.080002,187.169998,182.929993,183.160004,164.319763,172959000,4/10/2014,0,0,100,10
4/11/2014,182.139999,183.419998,181.309998,181.509995,162.839523,167251000,4/11/2014,20,0,80,5
4/14/2014,182.929993,183.369995,181.440002,182.940002,164.122375,132382000,4/14/2014,28.57142857,0,71.42857143,7
